notice_id_a,notice_id_b,label,exact_word5_jaccard,minhash_32,error_32,minhash_64,error_64,minhash_128,error_128,minhash_256,error_256
N010261,N011914,different,0.3001336898395721,0.375,0.07486631016042788,0.34375,0.043616310160427885,0.3046875,0.004553810160427885,0.33984375,0.039710060160427885
N000670,N000671,same,0.8675914249684742,0.90625,0.03865857503152581,0.859375,0.00821642496847419,0.859375,0.00821642496847419,0.88671875,0.01912732503152581
N000489,N007029,different,0.2322404371584699,0.34375,0.1115095628415301,0.234375,0.002134562841530102,0.2578125,0.025572062841530102,0.26171875,0.029478312841530102
N007633,N010942,different,0.1265923566878981,0.0625,0.06409235668789809,0.046875,0.07971735668789809,0.0703125,0.05627985668789809,0.0859375,0.04065485668789809
N005243,N006569,different,0.0957015409570154,0.09375,0.001951540957015399,0.078125,0.0175765409570154,0.09375,0.001951540957015399,0.09765625,0.001954709042984601
N001083,N001567,different,0.1455576559546313,0.15625,0.010692344045368701,0.109375,0.0361826559546313,0.1484375,0.0028798440453687013,0.1484375,0.0028798440453687013
N000282,N006591,different,0.1393786733837111,0.1875,0.0481213266162889,0.140625,0.0012463266162889008,0.125,0.0143786733837111,0.11328125,0.0260974233837111
N003362,N003364,same,0.9809825673534072,0.9375,0.043482567353407164,0.953125,0.027857567353407164,0.96875,0.012232567353407164,0.96875,0.012232567353407164
N005927,N008816,different,0.351423487544484,0.28125,0.07017348754448399,0.375,0.023576512455516008,0.296875,0.05454848754448399,0.33984375,0.011579737544483992
N001289,N001291,same,0.2361769352290679,0.3125,0.07632306477093209,0.234375,0.001801935229067908,0.2734375,0.03726056477093209,0.28125,0.04507306477093209
N005231,N005232,same,0.8878504672897196,0.96875,0.08089953271028039,0.890625,0.0027745327102803863,0.8984375,0.010587032710280386,0.91015625,0.022305782710280386
N003835,N003837,same,0.6961471103327496,0.71875,0.022602889667250436,0.65625,0.039897110332749564,0.6171875,0.07895961033274956,0.671875,0.024272110332749564
N004167,N005115,different,0.3166815343443354,0.21875,0.09793153434433538,0.296875,0.01980653434433538,0.3125,0.00418153434433538,0.328125,0.01144346565566462
N002040,N003281,different,0.1557507987220447,0.15625,0.0004992012779553023,0.171875,0.016124201277955302,0.1640625,0.008311701277955302,0.15234375,0.0034070487220446977
N002605,N010853,different,0.3170234454638124,0.34375,0.026726554536187608,0.375,0.05797655453618761,0.359375,0.04235155453618761,0.32421875,0.007195304536187608
N011139,N011793,different,0.0953488372093023,0.09375,0.0015988372093023034,0.046875,0.0484738372093023,0.0625,0.0328488372093023,0.10546875,0.010119912790697697
N001458,N002506,different,0.1344860710854947,0.15625,0.021763928914505293,0.171875,0.03738892891450529,0.140625,0.006138928914505293,0.140625,0.006138928914505293
N007148,N011853,different,0.3504482477587612,0.3125,0.03794824775876121,0.328125,0.02232324775876121,0.3046875,0.04576074775876121,0.35546875,0.005020502241238789
N001791,N008583,different,0.2777300085984522,0.21875,0.058980008598452205,0.296875,0.019144991401547795,0.296875,0.019144991401547795,0.30859375,0.030863741401547795
N008993,N008995,same,0.8443804034582133,0.875,0.030619596541786698,0.84375,0.0006304034582133022,0.8828125,0.0384320965417867,0.86328125,0.018900846541786698
N004043,N004218,different,0.2573839662447257,0.21875,0.038633966244725704,0.25,0.007383966244725704,0.2421875,0.015196466244725704,0.23046875,0.026915216244725704
N011601,N011603,same,0.8507462686567164,0.90625,0.05550373134328357,0.921875,0.07112873134328357,0.890625,0.03987873134328357,0.8828125,0.03206623134328357
N002945,N010292,different,0.1202860858257477,0.1875,0.0672139141742523,0.125,0.004713914174252307,0.1171875,0.0030985858257476934,0.12109375,0.0008076641742523066
N006385,N011130,different,0.2685765443151298,0.34375,0.07517345568487022,0.28125,0.012673455684870216,0.2890625,0.020485955684870216,0.30078125,0.032204705684870216
N006764,N009477,different,0.2910521140609636,0.375,0.0839478859390364,0.296875,0.005822885939036404,0.296875,0.005822885939036404,0.3203125,0.029260385939036404
N004409,N011892,different,0.1442369607211848,0.21875,0.0745130392788152,0.140625,0.0036119607211848037,0.1328125,0.011424460721184804,0.15625,0.012013039278815196
N000023,N002700,different,0.2498054474708171,0.28125,0.031444552529182906,0.328125,0.0783195525291829,0.2578125,0.008007052529182906,0.24609375,0.0037116974708170936
N001669,N003264,different,0.1483126110124334,0.09375,0.0545626110124334,0.078125,0.0701876110124334,0.1015625,0.0467501110124334,0.125,0.0233126110124334
N002831,N008460,different,0.0958429561200923,0.09375,0.002092956120092304,0.046875,0.048967956120092304,0.0625,0.033342956120092304,0.09375,0.002092956120092304
N004184,N005163,different,0.0921985815602836,0.09375,0.001551418439716401,0.09375,0.001551418439716401,0.0859375,0.006261081560283599,0.12109375,0.0288951684397164
N009665,N011482,different,0.0640050697084917,0.1875,0.1234949302915083,0.109375,0.045369930291508306,0.0703125,0.006307430291508306,0.0703125,0.006307430291508306
N000340,N009553,different,0.0751488095238095,0.03125,0.04389880952380951,0.03125,0.04389880952380951,0.0703125,0.004836309523809507,0.0703125,0.004836309523809507
N002043,N008828,different,0.1391880695940348,0.09375,0.04543806959403479,0.078125,0.06106306959403479,0.0859375,0.05325056959403479,0.10546875,0.03371931959403479
N003466,N003469,same,0.5807086614173228,0.59375,0.013041338582677198,0.546875,0.0338336614173228,0.6015625,0.020853838582677198,0.5859375,0.005228838582677198
N005064,N005067,same,0.6571691176470589,0.625,0.032169117647058876,0.625,0.032169117647058876,0.640625,0.016544117647058876,0.640625,0.016544117647058876
N000030,N007467,different,0.1510204081632653,0.1875,0.03647959183673469,0.171875,0.020854591836734687,0.1484375,0.002582908163265313,0.15625,0.005229591836734687
N011900,N011901,same,0.530239099859353,0.5625,0.032260900140646975,0.53125,0.0010109001406469753,0.5625,0.032260900140646975,0.5546875,0.024448400140646975
N006901,N008943,different,0.1622992392223161,0.15625,0.006049239222316094,0.15625,0.006049239222316094,0.1484375,0.013861739222316094,0.13671875,0.025580489222316094
N003415,N005750,different,0.0863531225905936,0.03125,0.055103122590593606,0.046875,0.039478122590593606,0.0390625,0.047290622590593606,0.08203125,0.004321872590593606
N005350,N005352,same,0.3311688311688311,0.40625,0.07508116883116889,0.296875,0.03429383116883111,0.3046875,0.026481331168831113,0.3359375,0.004768668831168887
N007614,N008823,different,0.0955710955710955,0.09375,0.001821095571095499,0.0625,0.0330710955710955,0.0546875,0.0408835955710955,0.078125,0.0174460955710955
N004333,N008255,different,0.1396895787139689,0.0625,0.07718957871396889,0.0625,0.07718957871396889,0.09375,0.04593957871396889,0.11328125,0.026408328713968893
N009495,N009521,different,0.0991735537190082,0.0625,0.0366735537190082,0.046875,0.0522985537190082,0.0625,0.0366735537190082,0.078125,0.021048553719008198
N006462,N006463,same,0.9388264669163544,1.0,0.06117353308364559,0.96875,0.029923533083645593,0.9765625,0.03773603308364559,0.94140625,0.0025797830836455926
N001629,N008262,different,0.1915584415584415,0.21875,0.02719155844155849,0.1875,0.004058441558441511,0.2265625,0.03500405844155849,0.22265625,0.03109780844155849
N002516,N010795,different,0.1689933872152828,0.125,0.043993387215282787,0.109375,0.059618387215282787,0.109375,0.059618387215282787,0.14453125,0.024462137215282787
N006622,N006623,same,0.7379912663755459,0.875,0.1370087336244541,0.75,0.012008733624454093,0.71875,0.019241266375545907,0.72265625,0.015335016375545907
N010081,N010082,same,0.6568386568386568,0.65625,0.0005886568386568314,0.609375,0.04746365683865683,0.65625,0.0005886568386568314,0.62109375,0.03574490683865683
N007560,N007561,same,0.5814634146341463,0.53125,0.0502134146341463,0.53125,0.0502134146341463,0.5859375,0.004474085365853697,0.59375,0.012286585365853697
N005941,N006998,different,0.3558875219683655,0.34375,0.012137521968365483,0.34375,0.012137521968365483,0.2890625,0.06682502196836548,0.32421875,0.03166877196836548
N004062,N004438,different,0.1415384615384615,0.09375,0.0477884615384615,0.09375,0.0477884615384615,0.1171875,0.024350961538461502,0.1484375,0.006899038461538498
N000990,N002973,different,0.084899546338302,0.09375,0.008850453661697996,0.046875,0.038024546338302004,0.0703125,0.014587046338302004,0.08984375,0.004944203661697996
N008321,N008641,different,0.2898172323759791,0.28125,0.008567232375979117,0.25,0.03981723237597912,0.2265625,0.06325473237597912,0.26171875,0.028098482375979117
N008561,N008562,same,0.6104910714285714,0.625,0.014508928571428603,0.625,0.014508928571428603,0.6484375,0.0379464285714286,0.609375,0.0011160714285713969
N001360,N001361,same,0.9364791288566244,1.0,0.06352087114337557,0.984375,0.04789587114337557,0.9453125,0.008833371143375568,0.94140625,0.004927121143375568
N008993,N008994,same,0.9569230769230768,0.96875,0.011826923076923235,0.921875,0.035048076923076765,0.9453125,0.011610576923076765,0.94140625,0.015516826923076765
N005108,N005109,same,0.6783018867924528,0.53125,0.14705188679245285,0.625,0.053301886792452846,0.640625,0.037676886792452846,0.6640625,0.014239386792452846
N001983,N001984,same,0.5324189526184538,0.625,0.09258104738154616,0.546875,0.014456047381546155,0.578125,0.045706047381546155,0.55078125,0.018362297381546155
N006038,N009049,different,0.0978613091380427,0.15625,0.058388690861957304,0.140625,0.042763690861957304,0.09375,0.004111309138042696,0.09765625,0.00020505913804269582
N001413,N007076,different,0.1462383770076077,0.25,0.1037616229923923,0.171875,0.025636622992392305,0.1484375,0.002199122992392305,0.16796875,0.021730372992392305
N005772,N005776,same,0.28125,0.375,0.09375,0.25,0.03125,0.265625,0.015625,0.28515625,0.00390625
N000237,N009075,different,0.289278489548213,0.28125,0.008028489548213003,0.25,0.039278489548213,0.265625,0.023653489548213003,0.26171875,0.027559739548213003
N011043,N011048,same,0.2190812720848056,0.3125,0.0934187279151944,0.203125,0.0159562720848056,0.265625,0.0465437279151944,0.234375,0.0152937279151944
N004742,N006981,different,0.1411764705882353,0.09375,0.04742647058823529,0.109375,0.03180147058823529,0.1328125,0.008363970588235292,0.12890625,0.012270220588235292
N004801,N004802,same,0.5285565939771547,0.46875,0.05980659397715471,0.46875,0.05980659397715471,0.5390625,0.01050590602284529,0.51953125,0.00902534397715471
N003994,N003995,same,0.1904427266338721,0.15625,0.0341927266338721,0.140625,0.0498177266338721,0.1484375,0.0420052266338721,0.17578125,0.0146614766338721
N000643,N009675,different,0.3375104427736006,0.28125,0.056260442773600594,0.296875,0.040635442773600594,0.265625,0.0718854427736006,0.3359375,0.001572942773600594
N006086,N006087,same,0.8858131487889274,0.875,0.010813148788927363,0.890625,0.0048118512110726375,0.890625,0.0048118512110726375,0.88671875,0.0009056012110726375
N000266,N010102,different,0.1803444782168186,0.15625,0.024094478216818593,0.15625,0.024094478216818593,0.1484375,0.03190697821681859,0.17578125,0.004563228216818593
N005028,N009701,different,0.1790055248618784,0.21875,0.0397444751381216,0.15625,0.0227555248618784,0.1484375,0.0305680248618784,0.1875,0.008494475138121599
N009670,N009671,same,0.8648068669527897,0.875,0.010193133047210257,0.875,0.010193133047210257,0.90625,0.04144313304721026,0.89453125,0.029724383047210257
N001005,N001804,different,0.3295910184442662,0.3125,0.017091018444266193,0.359375,0.029783981555733807,0.2734375,0.05615351844426619,0.328125,0.0014660184442661928
N005314,N010609,different,0.3155248271527341,0.25,0.06552482715273411,0.265625,0.04989982715273411,0.3125,0.003024827152734111,0.3359375,0.02041267284726589
N000417,N000419,same,0.8974630021141649,0.875,0.022463002114164854,0.90625,0.008786997885835146,0.90625,0.008786997885835146,0.8984375,0.0009744978858351461
N011041,N011048,same,0.2029702970297029,0.3125,0.1095297029702971,0.171875,0.0310952970297029,0.234375,0.0314047029702971,0.21484375,0.0118734529702971
N000992,N001435,different,0.1458333333333333,0.21875,0.07291666666666671,0.171875,0.026041666666666713,0.1484375,0.002604166666666713,0.16015625,0.014322916666666713
N004107,N008166,different,0.0949968334388853,0.1875,0.0925031665611147,0.109375,0.014378166561114694,0.0703125,0.024684333438885306,0.078125,0.016871833438885306
N002590,N002591,same,0.9096638655462184,0.9375,0.027836134453781636,0.9375,0.027836134453781636,0.953125,0.043461134453781636,0.91796875,0.008304884453781636
N005119,N005121,same,0.6189989785495403,0.71875,0.09975102145045966,0.65625,0.037251021450459665,0.59375,0.025248978549540335,0.6328125,0.013813521450459665
N002826,N007185,different,0.0813782991202346,0.0625,0.0188782991202346,0.03125,0.0501282991202346,0.0546875,0.0266907991202346,0.0703125,0.011065799120234601
N009349,N009350,same,0.8160112359550562,0.875,0.0589887640449438,0.84375,0.027738764044943798,0.8046875,0.011323735955056202,0.828125,0.012113764044943798
N003121,N005007,different,0.0815394651011089,0.15625,0.0747105348988911,0.125,0.043460534898891096,0.1328125,0.051273034898891096,0.109375,0.027835534898891096
N002947,N003566,different,0.0623249299719887,0.0625,0.000175070028011301,0.03125,0.0310749299719887,0.0390625,0.0232624299719887,0.046875,0.015449929971988699
N000485,N000488,same,0.7495987158908507,0.75,0.00040128410914930246,0.734375,0.015223715890850698,0.78125,0.0316512841091493,0.77734375,0.027745034109149302
N004349,N011691,different,0.3185454545454545,0.25,0.06854545454545452,0.25,0.06854545454545452,0.21875,0.09979545454545452,0.29296875,0.02557670454545452
N011281,N011282,same,0.6614785992217899,0.59375,0.06772859922178986,0.65625,0.005228599221789865,0.671875,0.010396400778210135,0.6953125,0.033833900778210135
N003865,N009372,different,0.1059907834101382,0.1875,0.0815092165898618,0.1875,0.0815092165898618,0.15625,0.050259216589861794,0.1328125,0.026821716589861794
