notice_id,portal_id,configuration,candidate_count
N003466,P094,16x8,0
N003469,P001,16x8,0
N003476,P108,16x8,0
N003489,P042,16x8,0
N003494,P209,16x8,0
N003495,P001,16x8,0
N003498,P026,16x8,1
N003500,P207,16x8,1
N003501,P003,16x8,0
N003503,P092,16x8,0
N003543,P128,16x8,0
N003545,P006,16x8,0
N003555,P002,16x8,0
N003566,P004,16x8,0
N003574,P004,16x8,0
N003582,P001,16x8,3
N003611,P235,16x8,0
N003615,P002,16x8,0
N003630,P109,16x8,0
N003634,P005,16x8,1
N003642,P248,16x8,0
N003644,P005,16x8,0
N003658,P195,16x8,1
N003659,P002,16x8,0
N003661,P044,16x8,1
N003662,P008,16x8,0
N003672,P006,16x8,0
N003674,P004,16x8,0
N003679,P001,16x8,0
N003691,P003,16x8,0
N003701,P094,16x8,0
N003703,P060,16x8,0
N003720,P046,16x8,0
N003729,P044,16x8,0
N003735,P001,16x8,0
N003748,P005,16x8,0
N003751,P006,16x8,0
N003758,P002,16x8,0
N003770,P136,16x8,0
N003781,P099,16x8,1
N003783,P020,16x8,1
N003804,P005,16x8,0
N003813,P219,16x8,0
N003816,P002,16x8,0
N003821,P002,16x8,0
N003823,P001,16x8,0
N003835,P115,16x8,1
N003837,P004,16x8,1
N003845,P111,16x8,0
N003847,P002,16x8,0
N003849,P005,16x8,0
N003854,P232,16x8,0
N003855,P004,16x8,0
N003860,P004,16x8,0
N003863,P006,16x8,0
N003865,P002,16x8,0
N003868,P172,16x8,0
N003883,P006,16x8,0
N003884,P002,16x8,3
N003903,P003,16x8,0
N003908,P020,16x8,0
N003909,P001,16x8,0
N003920,P202,16x8,0
N003939,P116,16x8,0
N003941,P005,16x8,0
N003942,P186,16x8,0
N003947,P240,16x8,0
N003948,P006,16x8,6
N003957,P030,16x8,0
N003982,P005,16x8,0
N003994,P006,16x8,0
N003995,P002,16x8,0
N004001,P004,16x8,0
N004002,P003,16x8,0
N004007,P005,16x8,0
N004013,P002,16x8,0
N004016,P002,16x8,0
N004017,P013,16x8,0
N004023,P234,16x8,0
N004026,P041,16x8,0
N004028,P022,16x8,0
N004043,P006,16x8,2
N004055,P094,16x8,0
N004062,P256,16x8,0
N004065,P004,16x8,0
N004066,P035,16x8,0
N004071,P181,16x8,1
N004072,P150,16x8,1
N004075,P004,16x8,0
N004081,P001,16x8,0
N004084,P006,16x8,0
N004085,P069,16x8,1
N004086,P172,16x8,1
N004094,P015,16x8,0
N004096,P135,16x8,0
N004106,P002,16x8,2
N004107,P006,16x8,0
N004139,P095,16x8,0
N004140,P006,16x8,0
N004151,P002,16x8,0
N004158,P104,16x8,0
N004167,P003,16x8,0
N004168,P001,16x8,1
N004169,P027,16x8,1
N004174,P135,16x8,1
N004177,P240,16x8,1
N004181,P003,16x8,0
N004184,P002,16x8,0
N004186,P004,16x8,0
N004195,P006,16x8,0
N004212,P003,16x8,0
N004216,P050,16x8,0
N004217,P001,16x8,0
N004218,P004,16x8,0
N004220,P006,16x8,0
N004229,P002,16x8,13
N004248,P169,16x8,0
N004269,P245,16x8,0
N004298,P006,16x8,1
N004299,P003,16x8,1
N004306,P044,16x8,1
N004307,P094,16x8,1
N004315,P004,16x8,0
N004323,P061,16x8,0
N004325,P141,16x8,1
N004328,P052,16x8,1
N004333,P208,16x8,0
N004348,P203,16x8,0
N004349,P005,16x8,0
N004353,P078,16x8,0
N004355,P002,16x8,0
N004364,P180,16x8,0
N004369,P089,16x8,0
N004409,P094,16x8,0
N004410,P005,16x8,0
N004413,P002,16x8,0
N004433,P004,16x8,0
N004438,P256,16x8,1
N004442,P094,16x8,1
N004445,P140,16x8,0
N004447,P094,16x8,0
N004449,P221,16x8,0
N004456,P002,16x8,0
N004491,P094,16x8,1
N004492,P002,16x8,1
N004509,P073,16x8,0
N004511,P004,16x8,0
N004522,P005,16x8,0
N004523,P168,16x8,0
N004544,P005,16x8,0
N004549,P003,16x8,0
N004552,P184,16x8,1
N004553,P094,16x8,1
N004563,P004,16x8,0
N004564,P005,16x8,2
N004567,P195,16x8,0
N004578,P006,16x8,0
N004599,P006,16x8,0
N004605,P108,16x8,0
N004629,P003,16x8,0
N004640,P122,16x8,0
N004655,P002,16x8,0
N004657,P004,16x8,0
N004662,P002,16x8,0
N004665,P065,16x8,0
N004672,P001,16x8,0
N004678,P002,16x8,1
N004680,P001,16x8,1
N004683,P004,16x8,0
N004687,P142,16x8,0
N004699,P050,16x8,0
N004708,P005,16x8,0
N004709,P230,16x8,1
N004711,P094,16x8,1
N004729,P004,16x8,0
N004730,P020,16x8,0
N004731,P006,16x8,0
N004742,P068,16x8,0
N004746,P232,16x8,0
N004754,P005,16x8,6
N004757,P054,16x8,0
N004758,P001,16x8,0
N004760,P232,16x8,0
N004762,P005,16x8,0
N004767,P094,16x8,1
N004768,P161,16x8,1
N004781,P011,16x8,0
N004789,P057,16x8,0
N004801,P002,16x8,1
N004802,P028,16x8,1
N004803,P100,16x8,1
N004804,P136,16x8,1
N004822,P002,16x8,0
N004845,P001,16x8,0
N004855,P143,16x8,0
N004856,P001,16x8,3
N004867,P240,16x8,0
N004870,P101,16x8,0
N004877,P143,16x8,0
N004880,P094,16x8,1
N004881,P166,16x8,1
N004906,P182,16x8,0
N004913,P021,16x8,0
N004939,P005,16x8,2
N004944,P002,16x8,0
N004949,P203,16x8,0
N004950,P006,16x8,0
N004951,P003,16x8,0
N004969,P001,16x8,0
N004978,P006,16x8,0
N004988,P002,16x8,0
N005005,P002,16x8,0
N005007,P001,16x8,0
N005024,P171,16x8,0
N005027,P088,16x8,1
N005028,P196,16x8,1
N005040,P235,16x8,1
N005041,P146,16x8,1
N005044,P240,16x8,1
N005045,P242,16x8,1
N005064,P006,16x8,0
N005067,P106,16x8,0
N005072,P005,16x8,4
N005073,P061,16x8,1
N005079,P002,16x8,0
N005080,P003,16x8,0
N005081,P213,16x8,0
N005108,P003,16x8,1
N005109,P105,16x8,1
N005115,P006,16x8,0
N005119,P006,16x8,0
N005121,P232,16x8,0
N005134,P005,16x8,1
N005135,P068,16x8,1
N005137,P154,16x8,0
N005139,P006,16x8,0
N005141,P137,16x8,0
N005163,P003,16x8,0
N005168,P003,16x8,0
N005210,P191,16x8,0
N005219,P011,16x8,0
N005222,P002,16x8,0
N005225,P004,16x8,0
N005231,P136,16x8,1
N005232,P094,16x8,1
N005241,P227,16x8,1
N005242,P040,16x8,1
N005243,P004,16x8,1
N005257,P002,16x8,2
N005260,P001,16x8,2
N005262,P065,16x8,0
N005263,P005,16x8,2
N005271,P003,16x8,0
N005276,P003,16x8,0
N005277,P246,16x8,0
N005288,P005,16x8,0
N005300,P005,16x8,1
N005301,P001,16x8,1
N005304,P122,16x8,1
N005305,P094,16x8,1
N005314,P005,16x8,0
N005321,P044,16x8,1
N005322,P215,16x8,1
N005326,P064,16x8,0
N005332,P020,16x8,1
N005333,P195,16x8,1
N005334,P122,16x8,0
N005337,P003,16x8,6
N005350,P215,16x8,0
N005352,P003,16x8,0
N005365,P106,16x8,0
N005371,P003,16x8,0
N005375,P002,16x8,0
N005378,P094,16x8,1
N005379,P230,16x8,1
N005390,P100,16x8,0
N005393,P211,16x8,0
N005397,P001,16x8,0
N005398,P004,16x8,0
N005403,P003,16x8,0
N005426,P200,16x8,1
N005427,P094,16x8,1
N005431,P002,16x8,0
N005436,P003,16x8,0
N005448,P094,16x8,0
N005451,P013,16x8,0
N005452,P167,16x8,1
N005453,P207,16x8,1
N005472,P005,16x8,0
N005475,P004,16x8,0
N005484,P004,16x8,0
N005487,P089,16x8,0
N005493,P004,16x8,0
N005497,P003,16x8,0
N005508,P004,16x8,0
N005512,P232,16x8,0
N005517,P004,16x8,0
N005556,P002,16x8,0
N005618,P001,16x8,0
N005629,P005,16x8,0
N005634,P238,16x8,0
N005647,P227,16x8,0
N005654,P006,16x8,0
N005664,P120,16x8,1
N005666,P094,16x8,1
N005669,P003,16x8,0
N005676,P032,16x8,0
N005690,P158,16x8,0
N005692,P004,16x8,0
N005716,P004,16x8,0
N005743,P001,16x8,1
N005744,P004,16x8,1
N005750,P004,16x8,0
N005771,P003,16x8,1
N005772,P094,16x8,1
N005773,P198,16x8,1
N005776,P142,16x8,0
N005780,P160,16x8,0
N005787,P020,16x8,0
N005805,P001,16x8,0
N005806,P006,16x8,0
N005814,P003,16x8,0
N005818,P003,16x8,0
N005825,P215,16x8,0
N005828,P004,16x8,0
N005835,P002,16x8,6
N005843,P121,16x8,0
N005855,P214,16x8,0
N005862,P002,16x8,0
N005867,P227,16x8,0
N005873,P002,16x8,0
N005891,P001,16x8,1
N005914,P062,16x8,0
N005917,P057,16x8,0
N005926,P089,16x8,0
N005927,P001,16x8,0
N005941,P002,16x8,0
N005945,P147,16x8,0
N005946,P004,16x8,0
N005953,P040,16x8,0
N005962,P020,16x8,0
N005983,P005,16x8,0
N005985,P004,16x8,0
N005986,P002,16x8,2
N005989,P005,16x8,2
N005990,P147,16x8,0
N006004,P005,16x8,0
N006009,P006,16x8,0
N006025,P074,16x8,0
N006038,P006,16x8,0
N006041,P003,16x8,0
N006045,P002,16x8,0
N006050,P003,16x8,0
N006053,P004,16x8,0
N006064,P003,16x8,0
N006079,P021,16x8,0
N006086,P137,16x8,1
N006087,P044,16x8,1
N006099,P001,16x8,0
N006100,P191,16x8,0
N006112,P002,16x8,0
N006116,P005,16x8,0
N006121,P004,16x8,0
N006131,P141,16x8,0
N006145,P064,16x8,0
N006146,P005,16x8,3
N006150,P003,16x8,1
N006153,P004,16x8,1
N006165,P003,16x8,0
N006167,P072,16x8,0
N006170,P004,16x8,0
N006173,P056,16x8,0
N006178,P002,16x8,0
N006182,P096,16x8,0
N006198,P006,16x8,0
N006200,P003,16x8,2
N006201,P122,16x8,0
N006225,P001,16x8,0
N006227,P221,16x8,0
N006266,P004,16x8,0
N006274,P002,16x8,0
N006275,P143,16x8,0
N006280,P035,16x8,0
N006306,P004,16x8,0
N006313,P101,16x8,0
N006319,P004,16x8,0
N006324,P001,16x8,2
N006325,P073,16x8,2
N006326,P094,16x8,2
N006349,P001,16x8,11
N006359,P005,16x8,0
N006364,P013,16x8,0
N006366,P006,16x8,0
N006385,P004,16x8,0
N006396,P125,16x8,0
N006401,P003,16x8,0
N006419,P001,16x8,0
N006423,P079,16x8,1
N006425,P094,16x8,1
N006457,P003,16x8,0
N006462,P200,16x8,1
N006463,P094,16x8,1
N006470,P001,16x8,1
N006480,P005,16x8,0
N006487,P248,16x8,0
N006491,P005,16x8,0
N006510,P170,16x8,0
N006511,P115,16x8,0
N006512,P001,16x8,0
N006541,P003,16x8,0
N006544,P001,16x8,0
N006545,P156,16x8,0
N006546,P004,16x8,0
N006560,P006,16x8,0
N006564,P244,16x8,0
N006565,P227,16x8,0
N006568,P003,16x8,0
N006569,P005,16x8,0
N006570,P004,16x8,0
N006584,P224,16x8,0
N006588,P015,16x8,0
N006591,P019,16x8,0
N006596,P004,16x8,0
N006620,P003,16x8,0
N006622,P001,16x8,1
N006623,P002,16x8,2
N006638,P006,16x8,0
N006643,P005,16x8,0
N006644,P094,16x8,0
N006646,P006,16x8,0
N006662,P005,16x8,0
N006701,P086,16x8,0
N006712,P108,16x8,0
N006725,P076,16x8,1
N006728,P004,16x8,1
N006730,P006,16x8,0
N006731,P167,16x8,1
N006732,P085,16x8,1
N006759,P013,16x8,0
N006760,P002,16x8,0
N006762,P240,16x8,0
N006764,P004,16x8,0
N006774,P006,16x8,0
N006775,P046,16x8,0
N006802,P005,16x8,0
N006804,P094,16x8,0
N006807,P093,16x8,0
N006820,P135,16x8,0
N006828,P226,16x8,0
N006832,P001,16x8,0
N006856,P004,16x8,1
N006857,P094,16x8,1
N006862,P006,16x8,0
N006863,P005,16x8,4
N006886,P153,16x8,0
N006893,P003,16x8,0
N006901,P217,16x8,0
N006903,P006,16x8,2
N006905,P189,16x8,2
N006906,P129,16x8,2
N006958,P004,16x8,0
N006959,P120,16x8,0
N006976,P001,16x8,0
N006981,P068,16x8,0
N006982,P191,16x8,0
N006996,P166,16x8,0
N006998,P005,16x8,0
N007002,P005,16x8,1
N007004,P193,16x8,1
N007009,P151,16x8,0
N007012,P094,16x8,0
N007021,P003,16x8,0
N007023,P006,16x8,1
N007027,P004,16x8,1
N007029,P114,16x8,0
N007036,P061,16x8,0
N007038,P013,16x8,0
N007053,P006,16x8,0
N007057,P002,16x8,0
N007060,P135,16x8,0
N007062,P001,16x8,0
N007063,P003,16x8,1
N007064,P215,16x8,1
N007076,P156,16x8,0
N007083,P003,16x8,0
N007101,P006,16x8,0
N007104,P175,16x8,1
N007105,P105,16x8,1
N007121,P094,16x8,0
N007128,P162,16x8,0
N007145,P003,16x8,0
N007146,P136,16x8,0
N007148,P002,16x8,4
N007153,P001,16x8,3
N007166,P222,16x8,0
N007181,P089,16x8,0
N007183,P006,16x8,0
N007185,P002,16x8,1
N007188,P094,16x8,0
N007190,P228,16x8,0
N007191,P004,16x8,0
N007193,P002,16x8,0
N007201,P010,16x8,0
N007205,P061,16x8,1
N007207,P136,16x8,1
N007220,P088,16x8,1
N007223,P179,16x8,1
N007233,P005,16x8,0
N007247,P003,16x8,0
N007292,P049,16x8,0
N007300,P001,16x8,0
N007303,P002,16x8,0
N007306,P004,16x8,1
N007313,P205,16x8,0
N007325,P153,16x8,0
N007327,P232,16x8,0
N007334,P094,16x8,1
N007335,P147,16x8,1
N007343,P004,16x8,0
N007366,P184,16x8,0
N007368,P004,16x8,0
N007376,P003,16x8,0
N007382,P003,16x8,0
N007387,P244,16x8,0
N007391,P211,16x8,0
N007396,P094,16x8,1
N007397,P096,16x8,1
N007428,P088,16x8,0
N007430,P005,16x8,0
N007431,P006,16x8,0
N007449,P002,16x8,0
N007453,P168,16x8,1
N007454,P004,16x8,0
N007457,P122,16x8,1
N007461,P003,16x8,0
N007467,P065,16x8,0
N007477,P001,16x8,0
N007478,P004,16x8,0
N007487,P020,16x8,0
N007491,P005,16x8,0
N007497,P005,16x8,0
N007499,P189,16x8,0
N007528,P066,16x8,0
N007541,P020,16x8,0
N007546,P004,16x8,0
N007552,P127,16x8,0
N007557,P003,16x8,0
N007560,P002,16x8,0
N007561,P094,16x8,0
N007568,P240,16x8,0
N007570,P005,16x8,0
N007573,P088,16x8,0
N007574,P006,16x8,0
N007575,P003,16x8,3
N007614,P005,16x8,0
N007615,P006,16x8,1
N007616,P041,16x8,1
N007620,P004,16x8,0
N007621,P113,16x8,0
N007633,P051,16x8,0
N007637,P005,16x8,0
N007639,P137,16x8,0
N007645,P030,16x8,0
N007647,P001,16x8,0
N007652,P005,16x8,0
N007668,P002,16x8,0
N007681,P005,16x8,0
N007687,P006,16x8,3
N007701,P005,16x8,0
N007718,P003,16x8,1
N007728,P003,16x8,0
N007729,P075,16x8,1
N007732,P215,16x8,1
N007764,P021,16x8,0
N007774,P017,16x8,0
N007783,P036,16x8,0
N007784,P233,16x8,0
N007825,P002,16x8,0
N007828,P001,16x8,0
N007841,P002,16x8,11
N007848,P003,16x8,0
N007849,P006,16x8,0
N007856,P052,16x8,0
N007858,P004,16x8,0
N007867,P147,16x8,0
N007874,P005,16x8,0
N007876,P001,16x8,0
N007877,P180,16x8,0
N007889,P006,16x8,0
N007893,P160,16x8,1
N007894,P094,16x8,1
N007902,P001,16x8,0
N007911,P047,16x8,0
N007916,P004,16x8,0
N007921,P003,16x8,0
N007922,P202,16x8,0
N007932,P001,16x8,1
N007938,P214,16x8,0
N007941,P006,16x8,6
N007953,P072,16x8,0
N007965,P002,16x8,4
N007972,P003,16x8,0
N007976,P001,16x8,0
N007988,P021,16x8,0
N007995,P003,16x8,0
N007997,P197,16x8,0
N007999,P166,16x8,1
N008002,P136,16x8,1
N008009,P020,16x8,0
N008010,P002,16x8,0
N008018,P002,16x8,0
N008022,P005,16x8,0
N008027,P182,16x8,0
N008041,P148,16x8,0
N008048,P020,16x8,2
N008049,P248,16x8,2
N008050,P235,16x8,2
N008055,P001,16x8,0
N008071,P006,16x8,0
N008087,P003,16x8,0
N008088,P001,16x8,0
N008093,P055,16x8,0
N008094,P003,16x8,0
N008101,P026,16x8,0
N008105,P236,16x8,0
N008110,P005,16x8,0
N008135,P006,16x8,0
N008152,P036,16x8,1
N008153,P094,16x8,1
N008166,P002,16x8,0
N008176,P002,16x8,12
N008186,P005,16x8,0
N008188,P094,16x8,1
N008190,P020,16x8,1
N008196,P056,16x8,0
N008199,P089,16x8,0
N008208,P002,16x8,0
N008220,P004,16x8,0
N008225,P001,16x8,0
N008230,P005,16x8,0
N008238,P006,16x8,0
N008239,P031,16x8,0
N008248,P065,16x8,0
N008249,P001,16x8,4
N008255,P208,16x8,0
N008261,P001,16x8,0
N008262,P210,16x8,0
N008268,P004,16x8,0
N008280,P034,16x8,0
N008284,P057,16x8,1
N008285,P002,16x8,1
N008288,P006,16x8,0
N008301,P179,16x8,0
N008321,P004,16x8,0
N008330,P004,16x8,0
N008335,P094,16x8,0
N008336,P001,16x8,0
N008357,P070,16x8,0
N008366,P241,16x8,1
N008369,P052,16x8,1
N008376,P006,16x8,0
N008379,P088,16x8,1
N008380,P146,16x8,1
N008382,P001,16x8,0
N008406,P006,16x8,0
N008409,P094,16x8,1
N008410,P070,16x8,1
N008411,P016,16x8,0
N008412,P094,16x8,0
N008443,P003,16x8,0
N008452,P005,16x8,1
N008460,P001,16x8,0
N008464,P006,16x8,4
N008482,P096,16x8,0
N008487,P232,16x8,1
N008488,P253,16x8,1
N008497,P005,16x8,0
N008498,P094,16x8,0
N008499,P052,16x8,0
N008514,P237,16x8,0
N008515,P002,16x8,0
N008517,P004,16x8,0
N008539,P001,16x8,3
N008542,P064,16x8,0
N008545,P071,16x8,0
N008551,P094,16x8,0
N008561,P048,16x8,1
N008562,P004,16x8,1
N008565,P006,16x8,0
N008572,P067,16x8,0
N008583,P004,16x8,0
N008599,P005,16x8,4
N008602,P071,16x8,0
N008603,P002,16x8,1
N008608,P005,16x8,0
N008611,P003,16x8,0
N008630,P002,16x8,0
N008641,P004,16x8,0
N008642,P002,16x8,1
N008645,P001,16x8,4
N008664,P107,16x8,0
N008676,P003,16x8,2
N008677,P174,16x8,0
N008725,P181,16x8,0
N008728,P002,16x8,0
N008733,P025,16x8,0
N008734,P004,16x8,0
N008741,P001,16x8,0
N008744,P104,16x8,0
N008752,P076,16x8,0
N008774,P005,16x8,0
N008784,P001,16x8,3
N008791,P005,16x8,0
N008794,P003,16x8,0
N008801,P193,16x8,0
N008803,P001,16x8,0
N008808,P003,16x8,4
N008816,P005,16x8,0
N008823,P004,16x8,0
N008825,P001,16x8,0
N008828,P054,16x8,0
N008840,P026,16x8,0
N008863,P013,16x8,0
N008873,P004,16x8,0
N008917,P052,16x8,0
N008926,P002,16x8,0
N008928,P004,16x8,0
N008937,P151,16x8,0
N008938,P004,16x8,0
N008943,P217,16x8,0
N008945,P002,16x8,0
N008952,P052,16x8,0
N008956,P195,16x8,0
N008966,P228,16x8,0
N008967,P244,16x8,0
N008968,P059,16x8,0
N008993,P168,16x8,2
N008994,P227,16x8,2
N008995,P193,16x8,2
N008997,P094,16x8,0
N008998,P004,16x8,0
N009010,P003,16x8,0
N009014,P131,16x8,0
N009030,P002,16x8,0
N009040,P004,16x8,2
N009046,P003,16x8,0
N009049,P005,16x8,0
N009060,P001,16x8,2
N009065,P005,16x8,0
N009075,P004,16x8,0
N009079,P001,16x8,0
N009085,P001,16x8,1
N009092,P248,16x8,0
N009100,P133,16x8,0
N009126,P002,16x8,0
N009136,P222,16x8,0
N009138,P046,16x8,0
N009140,P002,16x8,0
N009150,P133,16x8,1
N009151,P001,16x8,2
N009152,P211,16x8,1
N009154,P167,16x8,0
N009162,P002,16x8,0
N009163,P227,16x8,0
N009169,P002,16x8,0
N009175,P072,16x8,0
N009205,P005,16x8,3
N009208,P004,16x8,0
N009213,P004,16x8,0
N009224,P003,16x8,0
N009227,P003,16x8,0
N009234,P006,16x8,0
N009235,P037,16x8,0
N009236,P091,16x8,0
N009237,P006,16x8,0
N009240,P138,16x8,0
N009272,P004,16x8,1
N009281,P002,16x8,0
N009301,P020,16x8,1
N009302,P028,16x8,1
N009303,P006,16x8,0
N009304,P006,16x8,0
N009311,P004,16x8,0
N009318,P249,16x8,0
N009323,P005,16x8,0
N009324,P006,16x8,0
N009330,P225,16x8,0
N009345,P004,16x8,1
N009349,P136,16x8,1
N009350,P240,16x8,1
N009368,P001,16x8,0
N009371,P005,16x8,0
N009372,P238,16x8,0
N009379,P106,16x8,1
N009380,P094,16x8,1
N009384,P005,16x8,5
N009386,P003,16x8,0
N009387,P081,16x8,0
N009409,P006,16x8,0
N009413,P047,16x8,0
N009414,P004,16x8,3
N009437,P004,16x8,0
N009439,P003,16x8,0
N009445,P001,16x8,0
N009455,P002,16x8,0
N009456,P216,16x8,0
N009477,P006,16x8,6
N009478,P001,16x8,6
N009479,P094,16x8,0
N009485,P004,16x8,0
N009495,P003,16x8,0
N009498,P004,16x8,0
N009517,P081,16x8,0
N009521,P005,16x8,3
N009531,P004,16x8,0
N009541,P020,16x8,0
N009546,P002,16x8,3
N009547,P002,16x8,1
N009548,P001,16x8,1
N009553,P004,16x8,0
N009555,P002,16x8,0
N009562,P002,16x8,0
N009564,P002,16x8,0
N009584,P004,16x8,4
N009587,P006,16x8,0
N009592,P206,16x8,0
N009612,P006,16x8,0
N009628,P154,16x8,0
N009630,P006,16x8,0
N009648,P005,16x8,0
N009659,P001,16x8,0
N009665,P003,16x8,0
N009670,P214,16x8,1
N009671,P014,16x8,1
N009675,P002,16x8,3
N009680,P001,16x8,0
N009682,P240,16x8,0
N009700,P003,16x8,0
N009701,P196,16x8,1
N009703,P002,16x8,0
N009705,P172,16x8,1
N009707,P001,16x8,0
N009708,P153,16x8,0
N009718,P094,16x8,0
N009727,P002,16x8,0
N009735,P006,16x8,0
N009745,P002,16x8,0
N009759,P001,16x8,0
N009764,P106,16x8,1
N009766,P003,16x8,7
N009773,P002,16x8,0
N009775,P006,16x8,0
N009782,P206,16x8,0
N009816,P002,16x8,1
N009822,P044,16x8,0
N009823,P002,16x8,1
N009829,P001,16x8,0
N009834,P044,16x8,0
N009835,P004,16x8,0
N009838,P070,16x8,0
N009840,P227,16x8,0
N009841,P003,16x8,0
N009844,P006,16x8,0
N009848,P002,16x8,0
N009854,P002,16x8,14
N009857,P224,16x8,0
N009863,P006,16x8,0
N009866,P240,16x8,1
N009868,P239,16x8,1
N009882,P003,16x8,0
N009890,P191,16x8,0
N009894,P004,16x8,0
N009896,P202,16x8,0
N009916,P004,16x8,0
N009918,P109,16x8,0
N009925,P094,16x8,0
N009928,P003,16x8,3
N009954,P061,16x8,0
N009969,P004,16x8,0
N009975,P067,16x8,0
N009978,P001,16x8,0
N009979,P003,16x8,0
N009982,P004,16x8,0
N009983,P031,16x8,0
N009985,P001,16x8,0
N010005,P117,16x8,0
N010008,P002,16x8,1
N010018,P004,16x8,0
N010020,P008,16x8,0
N010028,P006,16x8,0
N010033,P124,16x8,1
N010034,P098,16x8,1
N010035,P022,16x8,0
N010039,P004,16x8,0
N010073,P004,16x8,0
N010077,P006,16x8,2
N010081,P094,16x8,1
N010082,P001,16x8,1
N010086,P074,16x8,0
N010092,P003,16x8,0
N010093,P005,16x8,0
N010102,P080,16x8,0
N010106,P002,16x8,0
N010107,P121,16x8,0
N010109,P003,16x8,0
N010111,P001,16x8,0
N010116,P010,16x8,0
N010133,P187,16x8,0
N010135,P094,16x8,1
N010136,P023,16x8,1
N010144,P203,16x8,1
N010145,P094,16x8,1
N010185,P006,16x8,0
N010207,P006,16x8,0
N010211,P002,16x8,0
N010218,P036,16x8,0
N010231,P001,16x8,2
N010261,P001,16x8,0
N010265,P056,16x8,0
N010292,P094,16x8,0
N010293,P135,16x8,0
N010317,P021,16x8,1
N010318,P243,16x8,1
N010330,P005,16x8,0
N010335,P002,16x8,4
N010336,P255,16x8,0
N010357,P001,16x8,1
N010360,P002,16x8,1
N010375,P176,16x8,0
N010387,P001,16x8,0
N010389,P240,16x8,1
N010390,P006,16x8,4
N010391,P044,16x8,1
N010406,P136,16x8,2
N010407,P247,16x8,2
N010408,P078,16x8,2
N010411,P006,16x8,0
N010413,P001,16x8,0
N010419,P193,16x8,0
N010431,P041,16x8,1
N010432,P141,16x8,1
N010448,P006,16x8,0
N010471,P207,16x8,0
N010491,P002,16x8,0
N010492,P001,16x8,0
N010497,P002,16x8,0
N010499,P006,16x8,0
N010502,P003,16x8,0
N010506,P058,16x8,0
N010507,P002,16x8,0
N010508,P189,16x8,0
N010509,P006,16x8,2
N010513,P001,16x8,1
N010514,P002,16x8,1
N010526,P225,16x8,0
N010531,P004,16x8,0
N010535,P005,16x8,6
N010547,P003,16x8,0
N010560,P006,16x8,1
N010563,P005,16x8,0
N010570,P001,16x8,0
N010572,P069,16x8,0
N010584,P096,16x8,0
N010598,P006,16x8,0
N010603,P006,16x8,0
N010605,P247,16x8,0
N010609,P005,16x8,0
N010614,P001,16x8,0
N010619,P001,16x8,0
N010620,P065,16x8,1
N010621,P094,16x8,1
N010634,P005,16x8,0
N010660,P129,16x8,0
N010682,P255,16x8,1
N010683,P112,16x8,1
N010689,P006,16x8,0
N010699,P004,16x8,0
N010700,P073,16x8,0
N010711,P224,16x8,0
N010723,P004,16x8,0
N010742,P131,16x8,0
N010743,P240,16x8,0
N010748,P140,16x8,0
N010762,P200,16x8,1
N010766,P053,16x8,1
N010769,P003,16x8,0
N010778,P001,16x8,0
N010788,P148,16x8,0
N010795,P214,16x8,0
N010814,P006,16x8,0
N010823,P004,16x8,0
N010825,P215,16x8,0
N010826,P006,16x8,0
N010844,P096,16x8,0
N010853,P006,16x8,1
N010856,P094,16x8,0
N010857,P004,16x8,1
N010880,P003,16x8,1
N010881,P004,16x8,1
N010890,P003,16x8,0
N010910,P034,16x8,0
N010912,P005,16x8,11
N010918,P186,16x8,0
N010930,P202,16x8,0
N010935,P002,16x8,0
N010941,P026,16x8,1
N010942,P051,16x8,1
N010946,P214,16x8,0
N010960,P215,16x8,0
N010976,P248,16x8,0
N010980,P005,16x8,0
N010981,P094,16x8,0
N010982,P005,16x8,0
N010985,P002,16x8,0
N010999,P240,16x8,1
N011000,P236,16x8,1
N011001,P004,16x8,0
N011017,P001,16x8,0
N011019,P004,16x8,0
N011020,P094,16x8,0
N011033,P002,16x8,1
N011035,P001,16x8,1
N011036,P094,16x8,0
N011041,P001,16x8,1
N011043,P005,16x8,1
N011048,P006,16x8,0
N011053,P006,16x8,0
N011060,P005,16x8,1
N011075,P044,16x8,1
N011076,P001,16x8,0
N011077,P028,16x8,1
N011090,P003,16x8,0
N011092,P006,16x8,0
N011095,P182,16x8,0
N011101,P082,16x8,0
N011108,P002,16x8,0
N011118,P240,16x8,1
N011119,P092,16x8,1
N011122,P003,16x8,0
N011130,P006,16x8,0
N011139,P005,16x8,0
N011140,P003,16x8,0
N011149,P147,16x8,0
N011151,P005,16x8,0
N011152,P003,16x8,0
N011154,P005,16x8,0
N011156,P094,16x8,0
N011184,P169,16x8,0
N011201,P094,16x8,0
N011207,P003,16x8,0
N011255,P167,16x8,0
N011269,P001,16x8,11
N011281,P003,16x8,1
N011282,P094,16x8,1
N011284,P006,16x8,0
N011302,P032,16x8,0
N011317,P167,16x8,1
N011320,P129,16x8,1
N011332,P002,16x8,0
N011335,P004,16x8,0
N011336,P001,16x8,0
N011361,P006,16x8,1
N011367,P136,16x8,0
N011369,P036,16x8,0
N011414,P080,16x8,0
N011420,P005,16x8,2
N011429,P214,16x8,0
N011433,P001,16x8,0
N011438,P232,16x8,0
N011440,P003,16x8,0
N011446,P005,16x8,1
N011480,P004,16x8,0
N011482,P001,16x8,0
N011487,P104,16x8,0
N011499,P001,16x8,1
