notice_id,portal_id,configuration,candidate_count
N007223,P179,8x16,0
N007233,P005,8x16,0
N007247,P003,8x16,0
N007292,P049,8x16,0
N007300,P001,8x16,0
N007303,P002,8x16,0
N007306,P004,8x16,0
N007313,P205,8x16,0
N007325,P153,8x16,0
N007327,P232,8x16,0
N007334,P094,8x16,1
N007335,P147,8x16,1
N007343,P004,8x16,0
N007366,P184,8x16,0
N007368,P004,8x16,0
N007376,P003,8x16,0
N007382,P003,8x16,0
N007387,P244,8x16,0
N007391,P211,8x16,0
N007396,P094,8x16,1
N007397,P096,8x16,1
N007428,P088,8x16,0
N007430,P005,8x16,0
N007431,P006,8x16,0
N007449,P002,8x16,0
N007453,P168,8x16,0
N007454,P004,8x16,0
N007457,P122,8x16,0
N007461,P003,8x16,0
N007467,P065,8x16,0
N007477,P001,8x16,0
N007478,P004,8x16,0
N007487,P020,8x16,0
N007491,P005,8x16,0
N007497,P005,8x16,0
N007499,P189,8x16,0
N007528,P066,8x16,0
N007541,P020,8x16,0
N007546,P004,8x16,0
N007552,P127,8x16,0
N007557,P003,8x16,0
N007560,P002,8x16,0
N007561,P094,8x16,0
N007568,P240,8x16,0
N007570,P005,8x16,0
N007573,P088,8x16,0
N007574,P006,8x16,0
N007575,P003,8x16,0
N007614,P005,8x16,0
N007615,P006,8x16,0
N007616,P041,8x16,0
N007620,P004,8x16,0
N007621,P113,8x16,0
N007633,P051,8x16,0
N007637,P005,8x16,0
N007639,P137,8x16,0
N007645,P030,8x16,0
N007647,P001,8x16,0
N007652,P005,8x16,0
N007668,P002,8x16,0
N007681,P005,8x16,0
N007687,P006,8x16,0
N007701,P005,8x16,0
N007718,P003,8x16,0
N007728,P003,8x16,0
N007729,P075,8x16,1
N007732,P215,8x16,1
N007764,P021,8x16,0
N007774,P017,8x16,0
N007783,P036,8x16,0
N007784,P233,8x16,0
N007825,P002,8x16,0
N007828,P001,8x16,0
N007841,P002,8x16,0
N007848,P003,8x16,0
N007849,P006,8x16,0
N007856,P052,8x16,0
N007858,P004,8x16,0
N007867,P147,8x16,0
N007874,P005,8x16,0
N007876,P001,8x16,0
N007877,P180,8x16,0
N007889,P006,8x16,0
N007893,P160,8x16,1
N007894,P094,8x16,1
N007902,P001,8x16,0
N007911,P047,8x16,0
N007916,P004,8x16,0
N007921,P003,8x16,0
N007922,P202,8x16,0
N007932,P001,8x16,0
N007938,P214,8x16,0
N007941,P006,8x16,0
N007953,P072,8x16,0
N007965,P002,8x16,0
N007972,P003,8x16,0
N007976,P001,8x16,0
N007988,P021,8x16,0
N007995,P003,8x16,0
N007997,P197,8x16,0
N007999,P166,8x16,1
N008002,P136,8x16,1
N008009,P020,8x16,0
N008010,P002,8x16,0
N008018,P002,8x16,0
N008022,P005,8x16,0
N008027,P182,8x16,0
N008041,P148,8x16,0
N008048,P020,8x16,1
N008049,P248,8x16,0
N008050,P235,8x16,1
N008055,P001,8x16,0
N008071,P006,8x16,0
N008087,P003,8x16,0
N008088,P001,8x16,0
N008093,P055,8x16,0
N008094,P003,8x16,0
N008101,P026,8x16,0
N008105,P236,8x16,0
N008110,P005,8x16,0
N008135,P006,8x16,0
N008152,P036,8x16,1
N008153,P094,8x16,1
N008166,P002,8x16,0
N008176,P002,8x16,0
N008186,P005,8x16,0
N008188,P094,8x16,1
N008190,P020,8x16,1
N008196,P056,8x16,0
N008199,P089,8x16,0
N008208,P002,8x16,0
N008220,P004,8x16,0
N008225,P001,8x16,0
N008230,P005,8x16,0
N008238,P006,8x16,0
N008239,P031,8x16,0
N008248,P065,8x16,0
N008249,P001,8x16,0
N008255,P208,8x16,0
N008261,P001,8x16,0
N008262,P210,8x16,0
N008268,P004,8x16,0
N008280,P034,8x16,0
N008284,P057,8x16,0
N008285,P002,8x16,0
N008288,P006,8x16,0
N008301,P179,8x16,0
N008321,P004,8x16,0
N008330,P004,8x16,0
N008335,P094,8x16,0
N008336,P001,8x16,0
N008357,P070,8x16,0
N008366,P241,8x16,1
N008369,P052,8x16,1
N008376,P006,8x16,0
N008379,P088,8x16,0
N008380,P146,8x16,0
N008382,P001,8x16,0
N008406,P006,8x16,0
N008409,P094,8x16,1
N008410,P070,8x16,1
N008411,P016,8x16,0
N008412,P094,8x16,0
N008443,P003,8x16,0
N008452,P005,8x16,0
N008460,P001,8x16,0
N008464,P006,8x16,0
N008482,P096,8x16,0
N008487,P232,8x16,1
N008488,P253,8x16,1
N008497,P005,8x16,0
N008498,P094,8x16,0
N008499,P052,8x16,0
N008514,P237,8x16,0
N008515,P002,8x16,0
N008517,P004,8x16,0
N008539,P001,8x16,0
N008542,P064,8x16,0
N008545,P071,8x16,0
N008551,P094,8x16,0
N008561,P048,8x16,0
N008562,P004,8x16,0
N008565,P006,8x16,0
N008572,P067,8x16,0
N008583,P004,8x16,0
N008599,P005,8x16,1
N008602,P071,8x16,0
N008603,P002,8x16,1
N008608,P005,8x16,0
N008611,P003,8x16,0
N008630,P002,8x16,0
N008641,P004,8x16,0
N008642,P002,8x16,0
N008645,P001,8x16,0
N008664,P107,8x16,0
N008676,P003,8x16,0
N008677,P174,8x16,0
N008725,P181,8x16,0
N008728,P002,8x16,0
N008733,P025,8x16,0
N008734,P004,8x16,0
N008741,P001,8x16,0
N008744,P104,8x16,0
N008752,P076,8x16,0
N008774,P005,8x16,0
N008784,P001,8x16,0
N008791,P005,8x16,0
N008794,P003,8x16,0
N008801,P193,8x16,0
N008803,P001,8x16,0
N008808,P003,8x16,0
N008816,P005,8x16,0
N008823,P004,8x16,0
N008825,P001,8x16,0
N008828,P054,8x16,0
N008840,P026,8x16,0
N008863,P013,8x16,0
N008873,P004,8x16,0
N008917,P052,8x16,0
N008926,P002,8x16,0
N008928,P004,8x16,0
N008937,P151,8x16,0
N008938,P004,8x16,0
N008943,P217,8x16,0
N008945,P002,8x16,0
N008952,P052,8x16,0
N008956,P195,8x16,0
N008966,P228,8x16,0
N008967,P244,8x16,0
N008968,P059,8x16,0
N008993,P168,8x16,1
N008994,P227,8x16,1
N008995,P193,8x16,0
N008997,P094,8x16,0
N008998,P004,8x16,0
N009010,P003,8x16,0
N009014,P131,8x16,0
N009030,P002,8x16,0
N009040,P004,8x16,0
N009046,P003,8x16,0
N009049,P005,8x16,0
N009060,P001,8x16,0
N009065,P005,8x16,0
N009075,P004,8x16,0
N009079,P001,8x16,0
N009085,P001,8x16,0
N009092,P248,8x16,0
N009100,P133,8x16,0
N009126,P002,8x16,0
N009136,P222,8x16,0
N009138,P046,8x16,0
N009140,P002,8x16,0
N009150,P133,8x16,1
N009151,P001,8x16,0
N009152,P211,8x16,1
N009154,P167,8x16,0
N009162,P002,8x16,0
N009163,P227,8x16,0
N009169,P002,8x16,0
N009175,P072,8x16,0
N009205,P005,8x16,0
N009208,P004,8x16,0
N009213,P004,8x16,0
N009224,P003,8x16,0
N009227,P003,8x16,0
N009234,P006,8x16,0
N009235,P037,8x16,0
N009236,P091,8x16,0
N009237,P006,8x16,0
N009240,P138,8x16,0
N009272,P004,8x16,0
N009281,P002,8x16,0
N009301,P020,8x16,1
N009302,P028,8x16,1
N009303,P006,8x16,0
N009304,P006,8x16,0
N009311,P004,8x16,0
N009318,P249,8x16,0
N009323,P005,8x16,0
N009324,P006,8x16,0
N009330,P225,8x16,0
N009345,P004,8x16,0
N009349,P136,8x16,1
N009350,P240,8x16,1
N009368,P001,8x16,0
N009371,P005,8x16,0
N009372,P238,8x16,0
N009379,P106,8x16,1
N009380,P094,8x16,1
N009384,P005,8x16,0
N009386,P003,8x16,0
N009387,P081,8x16,0
N009409,P006,8x16,0
N009413,P047,8x16,0
N009414,P004,8x16,0
N009437,P004,8x16,0
N009439,P003,8x16,0
N009445,P001,8x16,0
N009455,P002,8x16,0
N009456,P216,8x16,0
N009477,P006,8x16,0
N009478,P001,8x16,0
N009479,P094,8x16,0
N009485,P004,8x16,0
N009495,P003,8x16,0
N009498,P004,8x16,0
N009517,P081,8x16,0
N009521,P005,8x16,0
N009531,P004,8x16,0
N009541,P020,8x16,0
N009546,P002,8x16,0
N009547,P002,8x16,1
N009548,P001,8x16,1
N009553,P004,8x16,0
N009555,P002,8x16,0
N009562,P002,8x16,0
N009564,P002,8x16,0
N009584,P004,8x16,0
N009587,P006,8x16,0
N009592,P206,8x16,0
N009612,P006,8x16,0
N009628,P154,8x16,0
N009630,P006,8x16,0
N009648,P005,8x16,0
N009659,P001,8x16,0
N009665,P003,8x16,0
N009670,P214,8x16,0
N009671,P014,8x16,0
N009675,P002,8x16,0
N009680,P001,8x16,0
N009682,P240,8x16,0
N009700,P003,8x16,0
N009701,P196,8x16,1
N009703,P002,8x16,0
N009705,P172,8x16,1
N009707,P001,8x16,0
N009708,P153,8x16,0
N009718,P094,8x16,0
N009727,P002,8x16,0
N009735,P006,8x16,0
N009745,P002,8x16,0
N009759,P001,8x16,0
N009764,P106,8x16,0
N009766,P003,8x16,0
N009773,P002,8x16,0
N009775,P006,8x16,0
N009782,P206,8x16,0
N009816,P002,8x16,0
N009822,P044,8x16,0
N009823,P002,8x16,0
N009829,P001,8x16,0
N009834,P044,8x16,0
N009835,P004,8x16,0
N009838,P070,8x16,0
N009840,P227,8x16,0
N009841,P003,8x16,0
N009844,P006,8x16,0
N009848,P002,8x16,0
N009854,P002,8x16,0
N009857,P224,8x16,0
N009863,P006,8x16,0
N009866,P240,8x16,1
N009868,P239,8x16,1
N009882,P003,8x16,0
N009890,P191,8x16,0
N009894,P004,8x16,0
N009896,P202,8x16,0
N009916,P004,8x16,0
N009918,P109,8x16,0
N009925,P094,8x16,0
N009928,P003,8x16,0
N009954,P061,8x16,0
N009969,P004,8x16,0
N009975,P067,8x16,0
N009978,P001,8x16,0
N009979,P003,8x16,0
N009982,P004,8x16,0
N009983,P031,8x16,0
N009985,P001,8x16,0
N010005,P117,8x16,0
N010008,P002,8x16,0
N010018,P004,8x16,0
N010020,P008,8x16,0
N010028,P006,8x16,0
N010033,P124,8x16,1
N010034,P098,8x16,1
N010035,P022,8x16,0
N010039,P004,8x16,0
N010073,P004,8x16,0
N010077,P006,8x16,0
N010081,P094,8x16,0
N010082,P001,8x16,0
N010086,P074,8x16,0
N010092,P003,8x16,0
N010093,P005,8x16,0
N010102,P080,8x16,0
N010106,P002,8x16,0
N010107,P121,8x16,0
N010109,P003,8x16,0
N010111,P001,8x16,0
N010116,P010,8x16,0
N010133,P187,8x16,0
N010135,P094,8x16,1
N010136,P023,8x16,1
N010144,P203,8x16,1
N010145,P094,8x16,1
N010185,P006,8x16,0
N010207,P006,8x16,0
N010211,P002,8x16,0
N010218,P036,8x16,0
N010231,P001,8x16,0
N010261,P001,8x16,0
N010265,P056,8x16,0
N010292,P094,8x16,0
N010293,P135,8x16,0
N010317,P021,8x16,1
N010318,P243,8x16,1
N010330,P005,8x16,0
N010335,P002,8x16,0
N010336,P255,8x16,0
N010357,P001,8x16,1
N010360,P002,8x16,1
N010375,P176,8x16,0
N010387,P001,8x16,0
N010389,P240,8x16,1
N010390,P006,8x16,0
N010391,P044,8x16,1
N010406,P136,8x16,0
N010407,P247,8x16,0
N010408,P078,8x16,0
N010411,P006,8x16,0
N010413,P001,8x16,0
N010419,P193,8x16,0
N010431,P041,8x16,1
N010432,P141,8x16,1
N010448,P006,8x16,0
N010471,P207,8x16,0
N010491,P002,8x16,0
N010492,P001,8x16,0
N010497,P002,8x16,0
N010499,P006,8x16,0
N010502,P003,8x16,0
N010506,P058,8x16,0
N010507,P002,8x16,0
N010508,P189,8x16,0
N010509,P006,8x16,0
N010513,P001,8x16,1
N010514,P002,8x16,1
N010526,P225,8x16,0
N010531,P004,8x16,0
N010535,P005,8x16,0
N010547,P003,8x16,0
N010560,P006,8x16,0
N010563,P005,8x16,0
N010570,P001,8x16,0
N010572,P069,8x16,0
N010584,P096,8x16,0
N010598,P006,8x16,0
N010603,P006,8x16,0
N010605,P247,8x16,0
N010609,P005,8x16,0
N010614,P001,8x16,0
N010619,P001,8x16,0
N010620,P065,8x16,1
N010621,P094,8x16,1
N010634,P005,8x16,0
N010660,P129,8x16,0
N010682,P255,8x16,1
N010683,P112,8x16,1
N010689,P006,8x16,0
N010699,P004,8x16,0
N010700,P073,8x16,0
N010711,P224,8x16,0
N010723,P004,8x16,0
N010742,P131,8x16,0
N010743,P240,8x16,0
N010748,P140,8x16,0
N010762,P200,8x16,0
N010766,P053,8x16,0
N010769,P003,8x16,0
N010778,P001,8x16,0
N010788,P148,8x16,0
N010795,P214,8x16,0
N010814,P006,8x16,0
N010823,P004,8x16,0
N010825,P215,8x16,0
N010826,P006,8x16,0
N010844,P096,8x16,0
N010853,P006,8x16,0
N010856,P094,8x16,0
N010857,P004,8x16,0
N010880,P003,8x16,0
N010881,P004,8x16,0
N010890,P003,8x16,0
N010910,P034,8x16,0
N010912,P005,8x16,0
N010918,P186,8x16,0
N010930,P202,8x16,0
N010935,P002,8x16,0
N010941,P026,8x16,1
N010942,P051,8x16,1
N010946,P214,8x16,0
N010960,P215,8x16,0
N010976,P248,8x16,0
N010980,P005,8x16,0
N010981,P094,8x16,0
N010982,P005,8x16,0
N010985,P002,8x16,0
N010999,P240,8x16,0
N011000,P236,8x16,0
N011001,P004,8x16,0
N011017,P001,8x16,0
N011019,P004,8x16,0
N011020,P094,8x16,0
N011033,P002,8x16,1
N011035,P001,8x16,1
N011036,P094,8x16,0
N011041,P001,8x16,1
N011043,P005,8x16,1
N011048,P006,8x16,0
N011053,P006,8x16,0
N011060,P005,8x16,0
N011075,P044,8x16,1
N011076,P001,8x16,0
N011077,P028,8x16,1
N011090,P003,8x16,0
N011092,P006,8x16,0
N011095,P182,8x16,0
N011101,P082,8x16,0
N011108,P002,8x16,0
N011118,P240,8x16,1
N011119,P092,8x16,1
N011122,P003,8x16,0
N011130,P006,8x16,0
N011139,P005,8x16,0
N011140,P003,8x16,0
N011149,P147,8x16,0
N011151,P005,8x16,0
N011152,P003,8x16,0
N011154,P005,8x16,0
N011156,P094,8x16,0
N011184,P169,8x16,0
N011201,P094,8x16,0
N011207,P003,8x16,0
N011255,P167,8x16,0
N011269,P001,8x16,0
N011281,P003,8x16,0
N011282,P094,8x16,0
N011284,P006,8x16,0
N011302,P032,8x16,0
N011317,P167,8x16,1
N011320,P129,8x16,1
N011332,P002,8x16,0
N011335,P004,8x16,0
N011336,P001,8x16,0
N011361,P006,8x16,0
N011367,P136,8x16,0
N011369,P036,8x16,0
N011414,P080,8x16,0
N011420,P005,8x16,0
N011429,P214,8x16,0
N011433,P001,8x16,0
N011438,P232,8x16,0
N011440,P003,8x16,0
N011446,P005,8x16,0
N011480,P004,8x16,0
N011482,P001,8x16,0
N011487,P104,8x16,0
N011499,P001,8x16,1
N011500,P005,8x16,1
N011515,P195,8x16,0
N011516,P002,8x16,0
N011522,P091,8x16,0
N011523,P003,8x16,0
N011525,P214,8x16,0
N011533,P006,8x16,0
N011534,P004,8x16,0
N011538,P001,8x16,0
N011568,P002,8x16,0
N011576,P005,8x16,0
N011580,P103,8x16,0
N011588,P245,8x16,0
N011595,P003,8x16,0
N011601,P191,8x16,1
N011602,P096,8x16,1
N011603,P116,8x16,0
N011613,P005,8x16,0
N011616,P193,8x16,0
N011628,P003,8x16,0
N011629,P002,8x16,0
N011646,P022,8x16,0
N011649,P136,8x16,0
N011658,P004,8x16,0
N011663,P003,8x16,0
N011666,P003,8x16,0
N011674,P172,8x16,0
N011682,P004,8x16,0
N011687,P214,8x16,1
N011688,P094,8x16,1
N011691,P002,8x16,0
N011716,P235,8x16,1
N011717,P028,8x16,1
N011732,P167,8x16,0
N011750,P098,8x16,0
N011759,P080,8x16,0
N011771,P002,8x16,0
N011777,P079,8x16,0
N011786,P020,8x16,0
N011793,P004,8x16,0
N011795,P005,8x16,0
N011803,P001,8x16,0
N011807,P140,8x16,0
N011829,P020,8x16,1
N011830,P200,8x16,1
N011831,P159,8x16,0
N011834,P094,8x16,0
N011835,P083,8x16,0
N011853,P001,8x16,0
N011859,P002,8x16,0
N011862,P006,8x16,0
N011869,P002,8x16,0
N011872,P240,8x16,0
N011892,P001,8x16,0
N011900,P002,8x16,0
N011901,P006,8x16,0
N011914,P001,8x16,0
N011915,P001,8x16,0
N011928,P002,8x16,0
N011929,P005,8x16,0
N011930,P006,8x16,0
N011935,P019,8x16,0
N011938,P174,8x16,0
N011966,P098,8x16,0
N011967,P193,8x16,0
N011975,P227,8x16,0
N011976,P006,8x16,0
N011984,P002,8x16,0
N011985,P181,8x16,0
N011987,P004,8x16,0
N011988,P001,8x16,0
